"datePublished","fullText","id"
"1935-10-01",,"http://www.jstor.org/stable/2480989"
"1928-12-01",,"http://www.jstor.org/stable/2480766"
"1889-07-06",,"http://www.jstor.org/stable/2476623"
"1933-05-01",,"http://www.jstor.org/stable/2480517"
"1924-05-01",,"http://www.jstor.org/stable/2480165"
"1910-08-01",,"http://www.jstor.org/stable/2479177"
"1902-07-01",,"http://www.jstor.org/stable/2478547"
"1879-05-01",,"http://www.jstor.org/stable/2475634"
"1945-09-01",,"http://www.jstor.org/stable/2481476"
"1889-02-05",,"http://www.jstor.org/stable/2476540"
"1969-05-01",,"http://www.jstor.org/stable/2483740"
"1968-03-01",,"http://www.jstor.org/stable/2483729"
"1992-10-01",,"http://www.jstor.org/stable/2996736"
"1894-10-24",,"http://www.jstor.org/stable/2478089"
"1950-09-01",,"http://www.jstor.org/stable/2481911"
"1920-05-01",,"http://www.jstor.org/stable/2480153"
"1912-03-01",,"http://www.jstor.org/stable/2479063"
"1951-07-01",,"http://www.jstor.org/stable/2481995"
"1965-09-01",,"http://www.jstor.org/stable/2483846"
"1928-12-01",,"http://www.jstor.org/stable/2480767"
"1932-01-01",,"http://www.jstor.org/stable/2480461"
"1904-11-01",,"http://www.jstor.org/stable/2478610"
"1995-07-01",,"http://www.jstor.org/stable/2996086"
"1893-10-20",,"http://www.jstor.org/stable/2475743"
"1912-10-01",,"http://www.jstor.org/stable/2479124"
"1902-03-01",,"http://www.jstor.org/stable/2478868"
"1895-12-30",,"http://www.jstor.org/stable/2477975"
"1929-10-01",,"http://www.jstor.org/stable/2480753"
"1885-06-01",,"http://www.jstor.org/stable/2477480"
"1946-07-01",,"http://www.jstor.org/stable/2481544"
"1970-01-01",,"http://www.jstor.org/stable/2483986"
"1874-03-01","? 81 Books Wanted.-Hooker's Flor. Bor. Am.-Torrey & Gray's Flor. Bor. Am.-Torrey's Flora of New York (with colored plates). --Gray's Genera. Please address, stating price, H. H. BABCOCK, 11 18th Street, Chicago, Illinois.","http://www.jstor.org/stable/2475620"
"1979-01-01",,"http://www.jstor.org/stable/2484379"
"1923-07-01",,"http://www.jstor.org/stable/2479964"
"1899-07-01",,"http://www.jstor.org/stable/2478045"
"1965-03-01",,"http://www.jstor.org/stable/2483931"
"1882-06-01",,"http://www.jstor.org/stable/2477334"
"1873-03-01",,"http://www.jstor.org/stable/2477252"
"1908-01-01",,"http://www.jstor.org/stable/2479041"
"1884-05-01","Abnormal Hepaticas.-The blossoming of Anemone Hepatica in Ross Park, near this city, this spring, is very varied and profuse. Among the myriads of plants, I have noticed the following abnor- malities: (i) Dozens of plants have very deep blue sepals with a white or light blue margin. All of these are absolutely stamenless, though pollen was found upon the stigmas, whither it must have been brought by insects. (2) Numbers of flowers were pure white, and all of these had nine sepals and bore-as far as the flowers were concerned-an exact resemblance to A. nemorosa. One monosepalous flower was found with six lobes, one of which was cleft to its centre, thus forming, with a stameniferous extra sepal, nearly an 8-sepaled specimen. Binghampton, N. Y. C. F. MILLSPAUGH.","http://www.jstor.org/stable/2477614"
"1881-05-01","? 52. Ranunculus Cymbalaria, Pursh.-I have collected a pub- escent form of this species of Ranunculus,at Belen, on the Rio Grande, and at McCarty's Ranche, on the Rio San Jose, both in New Mexico. Silver City, N. M. H. H. RUSBY.","http://www.jstor.org/stable/2475377"
"1985-10-01",,"http://www.jstor.org/stable/2996054"
"1940-11-01",,"http://www.jstor.org/stable/2481329"
"1939-02-01",,"http://www.jstor.org/stable/2480996"
"1993-10-01",,"http://www.jstor.org/stable/2996745"
"1940-03-01",,"http://www.jstor.org/stable/2480874"
"1921-10-01",,"http://www.jstor.org/stable/2480373"
"1914-02-01",,"http://www.jstor.org/stable/2479563"
"1943-09-01",,"http://www.jstor.org/stable/2481394"
"1908-03-01",,"http://www.jstor.org/stable/2479254"
"1890-05-09",,"http://www.jstor.org/stable/2477084"
"1907-05-01",,"http://www.jstor.org/stable/2560337"
"1896-05-30",,"http://www.jstor.org/stable/2478176"
"1902-02-01",,"http://www.jstor.org/stable/2478666"
"1992-10-01",,"http://www.jstor.org/stable/2996727"
"1909-03-01",,"http://www.jstor.org/stable/2479187"
"1871-05-01","33. Utricularia minor, L.-Mr. Merriam informs me that Mr. G. B. Brainerd has gathered what he considers to be this plant from small pools near the shore at New Lots, L. I. I am pretty confi- dent that I gathered it many years since on the shore of a small pond between South Brooklyn and Flatbush. This was late in the season, and I lost the specimens on the way home, so that I was unable to give it a close examination, and had no opportunity for revisiting the spot that year. I have never been able to find the plant since. W. H. L.","http://www.jstor.org/stable/2477651"
"1872-04-01","28. Marsilia longipes, n. sp., Austin.-About the size of M. vestita, H. & G., but more slender and much less hairy; sporocarp oblong- or ovate-lanceolate, about two and a half to three lines long by less than one line in thickness, continuous with the peduncle, which is an inch or more in length. Mixed with the specimens of M. vestita from the Herbarium of Dr. Gray, collected in Oregon, in 1871, by Elihu Hall. C. F. A.","http://www.jstor.org/stable/2476993"
"1943-01-01",,"http://www.jstor.org/stable/2481683"
"1884-07-01",,"http://www.jstor.org/stable/2476298"
"1994-10-01",,"http://www.jstor.org/stable/2997012"
"1891-11-15",,"http://www.jstor.org/stable/2476718"
"1919-01-01",,"http://www.jstor.org/stable/2479645"
"1885-05-01",,"http://www.jstor.org/stable/2477573"
"1953-09-01",,"http://www.jstor.org/stable/2482087"
"1889-01-12",,"http://www.jstor.org/stable/2477169"
"1962-09-01",,"http://www.jstor.org/stable/2482945"
"1882-09-01",,"http://www.jstor.org/stable/2476699"
"1971-01-01",,"http://www.jstor.org/stable/2483499"
"1983-10-01",,"http://www.jstor.org/stable/2996294"
"1906-11-01",,"http://www.jstor.org/stable/2478935"
"1899-02-01",,"http://www.jstor.org/stable/2478309"
"1985-07-01",,"http://www.jstor.org/stable/2996547"
"1965-09-01",,"http://www.jstor.org/stable/2483834"
"1984-10-01",,"http://www.jstor.org/stable/2995890"
"1957-11-01",,"http://www.jstor.org/stable/2482976"
"1932-01-01",,"http://www.jstor.org/stable/2480456"
"1947-03-01",,"http://www.jstor.org/stable/2481460"
"1879-06-01","? 324. Peteris aquilina, var. caudata is frequent in Southern New Jersey and Delaware. Cyperus ovularis, var. cylindricus (Mariscus cylindricus, Ell.), is the prevailing form in Southern New Jersey and southward throughout the Delaware peninsula. WM. M. CANBY.","http://www.jstor.org/stable/2475726"
"1896-03-29",,"http://www.jstor.org/stable/2478124"
"1920-12-01",,"http://www.jstor.org/stable/2480178"
"1880-03-01",,"http://www.jstor.org/stable/2476658"
"1938-04-01",,"http://www.jstor.org/stable/2480924"
"1880-02-01",,"http://www.jstor.org/stable/2477544"
"1889-11-08",,"http://www.jstor.org/stable/2476971"
"1986-01-01",,"http://www.jstor.org/stable/2996231"
"1889-03-08",,"http://www.jstor.org/stable/2476638"
"1953-01-01",,"http://www.jstor.org/stable/2482229"
"1921-01-01",,"http://www.jstor.org/stable/2480023"
"1929-03-01",,"http://www.jstor.org/stable/2480628"
"1889-08-01",,"http://www.jstor.org/stable/2476060"
"1878-01-01","? 212. Asplenium ebenoides, R. R. Scott.-Did you know how proliferous this species is ? I saw a plant lately, in J. Warren Mer- rill's greenhouse at Cambridgeport, on which there were four fronds having little plantlets starting from the apex-one of them large enough to be potted. Mr. Merrill told me that he has propagated it by this means. He has several plants growing and fruiting finely, and showing remarkable variations. G. E.' D. [Have plants ever been raised from the spores ?-EDs.]","http://www.jstor.org/stable/2477520"
"1986-10-01",,"http://www.jstor.org/stable/2996436"
"1967-05-01",,"http://www.jstor.org/stable/2484050"
"1909-11-01",,"http://www.jstor.org/stable/2478921"
"1995-10-01",,"http://www.jstor.org/stable/2996329"
"1964-07-01",,"http://www.jstor.org/stable/2483293"
"1936-04-01",,"http://www.jstor.org/stable/2480901"
"1889-10-05",,"http://www.jstor.org/stable/2475843"
"1955-01-01",,"http://www.jstor.org/stable/2482394"
"1974-01-01",,"http://www.jstor.org/stable/2484820"
"1954-11-01",,"http://www.jstor.org/stable/2481949"
"1902-06-01",,"http://www.jstor.org/stable/2478598"
"1944-07-01",,"http://www.jstor.org/stable/2481308"
"1960-11-01",,"http://www.jstor.org/stable/2482906"
"1993-10-01",,"http://www.jstor.org/stable/2996744"
"1928-11-01",,"http://www.jstor.org/stable/2480718"
"1888-01-05","11 Nitella (not Tolypella) Macounii. Since describing Tolypella Macounii, the description of which ""had been delayed in the hope of obtaining more specimens,"" I have received from Prof. Macoun small specimens of the same plant from Lake St. Clair. An examination of these plants convinces me that the antheridia are terminal and not lateral; they, there- fore, belong to Nitella. This species takes its place close to N. Stuartii, A. Br., from New Zealand, as follows: Heterophyllae, repetito furcatae, monoicae, macrodactylae. Segmenta ultima saepe bicellularia, cell. ult. non mucroniform. long. nucl. 2I0-2I5 ,u: . Macounii, Allen. Segmeiita ult. unicellularia, long. nucl. 270 u: NT Stuartii, A. Br. T. F. ALLEN.","http://www.jstor.org/stable/2475853"
"1930-02-01",,"http://www.jstor.org/stable/2480591"
"1975-11-01",,"http://www.jstor.org/stable/2484766"
"1966-03-01",,"http://www.jstor.org/stable/2483764"
"1968-09-01",,"http://www.jstor.org/stable/2483486"
"1892-04-05",,"http://www.jstor.org/stable/2475697"
"1929-10-01",,"http://www.jstor.org/stable/2480752"
"1963-07-01",,"http://www.jstor.org/stable/2483233"
"1896-08-20",,"http://www.jstor.org/stable/2477770"
"1959-01-01",,"http://www.jstor.org/stable/2482663"
"1989-01-01",,"http://www.jstor.org/stable/2997119"
"1970-07-01",,"http://www.jstor.org/stable/2483454"
"1985-01-01",,"http://www.jstor.org/stable/2996112"
"1882-04-01",,"http://www.jstor.org/stable/2479672"
"1897-01-28",,"http://www.jstor.org/stable/2478371"
"1935-06-01",,"http://www.jstor.org/stable/2480823"
"1995-07-01",,"http://www.jstor.org/stable/2996081"
"1902-05-01",,"http://www.jstor.org/stable/2478725"
"1956-07-01",,"http://www.jstor.org/stable/2482600"
"1883-02-01","New Species of Grasses. By GEORGE VASEY. AGROSTIS TENUIS.-Perennial, loosely tufted. Culms 6 to 10 inches high, slender, somewhat geniculate below; leaves 1 to 2 inches long, narrow, about 2 on the culm; ligule short. Panicle pyramidal, open, 2 to 3 inches long and 1 to 1? wide; rays in threes or fives be- low, above in twos or single, capillary, the longest an inch or more in length, flowering above the middle, spreading or erectish. Spike- lets very small (less than a line long); glumes acute, purplish, lower one a little shorter and broader; flowering-glume thin, obtusish, 3- nerved above, a little shorter than the outer glumes, unawned; palet very minute or wanting. Collected on the San Bernardino Mts., California, by the Parish Brothers. AGROSTIS HUMILIS.-Perennial, tufted. Culms 4 to 6 inches high, naked above, I to 2 leaves below the middle; leaves mostly at the base,1 to 2 inches long, narrow, not rigid, mostly erect; ligule short, auricled. Panicle 1 to 1x- inches long, narrow and few-flowered, branches short, mostly in threes below, above in twos or single, ap- pressed, the larger branches subdivided and with two to five spikelets. Spikelets purple, less than a line long, outer glumes ovate-lanceo- late, acute, smooth; flowering-glumes nearly as long as the outer ones, five-nerved, minutely toothed at the apex, unawned; palet hyaline, two-thirds as long as its flowering-glume. Has the appearance of small forms of A. varians, but that species has no palet. Found by W. N. Suksdorf on Mt. Paddo, Washington Territory, and by Mr. Howell on Mt. Adams. Grows in compact tufts in moist places.","http://www.jstor.org/stable/2476946"
"1982-04-01",,"http://www.jstor.org/stable/2996272"
"1939-03-01",,"http://www.jstor.org/stable/2481228"
"1916-10-01",,"http://www.jstor.org/stable/2479787"
"1878-01-01","? 213. ERRATA.-Fresh-water Algae, p. 188, 59, POTEROPHORA, 1. 2, dele ""in ""; 1. 3, for "" consistentia"" read "" instructa"" ; 1. 9, for ""constructis"" read ""instructis "" p. 190, under ARCHIDIUM DONNELLII, 1. 5, for "" Hampden Co."" read "" Hampden Sidney College, Prince Edward Co.""; p. 192, ? 203, 1. 5, for "" A. minutum, Englm."" read '' [A. minutum, Englm.] ""; 1. 12, for "" Rhyncos- pora"" read "" Rhynchospora"". Terms--One Dollar per annum beginning with the January number. For the Botanical Directory 40 cents. Vols. Vo.-V., with index, and photograph of Dr. Torrey, $3.75. Copies of Constitution and By-Laws of the Club, 25 cents. Address, WM. H. LEGGETT, 54, East 81st Street, New York. Money Orders on Station K, P. O., N. Y. All subscriptions or orders filled only on receipt of the money. The Club meets regularly the last Tuesday of the month in the Herbarium, Columbia College, at 7:30 P. M. Botanists are invited to attend. DR THURBER, the President of the Club, may be found at 245 Broadway.","http://www.jstor.org/stable/2477521"
"1971-09-01",,"http://www.jstor.org/stable/2483632"
"1996-10-01",,"http://www.jstor.org/stable/2996779"
"1952-05-01",,"http://www.jstor.org/stable/2482304"
"1907-11-01",,"http://www.jstor.org/stable/2479271"
"1892-01-15","15 Some Duplicate Binomials. 13Y CONWAY MACMILLAN. The suggestion in the September ToR{REv BULLETIN regard- ing duplicate binomials is so excellent that it will scarcely fail of universal adoption (after a season of recalcitrant objection), even in that peculiarly overshadowed field-the American, spermaphytic, systematic botany. A few duplicate binomials are here appended. The writer chanced upon them while indexing the Spermaphytes of the Minnesota Valley: APios APIos (Linn.). Apios tuberosa, Mcench. Meth. i65 = Glycine Apios, Linn. Spec. ed I. 753. SYMPHORICARPOS SYMPHORICARPOS (Linn.) Symphoricarpos vuilgaris, Michx. Fl. i, io6 Lonicera Sym- phoricarpos, Linn. Spec. ed. I. I75. DIERVILLA DIERVILLA (Linn.). Diervilla trifida, Moench. Meth. 492 = Lonicera Diervilla, Linn. Mat. Med. 62; Spec. ed. I. I75. TARAXACUM TARAXACUM (Linn.). Taraxacurn officiiale, Weber Prim. P1. Holst. 56 = Leontodon taraxacum, Linn. Spec. Oxycoccus Oxycoccus (Linn.). Oxycoccus palustris, Pers. Syst. = Vaccinium Oxycoccus, Linn. Fl. Dan. I. So. PENTSTEMON PENTSTEMON (Linn.). Pentstemon pubescels, Solander Ait. Kew. II, 360 Chelone Pentstemon, Linn. Mant. 4I5. CORALLORHIZA CORALLORHIZA (Linn.). Corallor/ziza illuata, R. Br. Ait. Kew. 5, 208 = Ophrys Coral- lorhiza, Linn. Spec. i. ed. 945. The writer fails to see wherein the strictures upon this method of naming, found in Pit/onia, 189I, Pp. 213-215, are applicable. It is not so important that the names of plants should meet with the approval of someone's more or less highly cultivated and cer- tainly individualized esthetic sense, as it is that they should be made to conform to some simple and iron-clad law. The law of priority should be one without exceptions.","http://www.jstor.org/stable/2475423"
"1978-07-01",,"http://www.jstor.org/stable/2484120"
"1966-03-01",,"http://www.jstor.org/stable/2483756"
"1901-01-01",,"http://www.jstor.org/stable/2478391"
"1950-05-01",,"http://www.jstor.org/stable/2481862"
"1965-03-01",,"http://www.jstor.org/stable/2483937"
"1882-09-01",,"http://www.jstor.org/stable/2476695"
"1932-06-01",,"http://www.jstor.org/stable/2480577"
"1907-06-01",,"http://www.jstor.org/stable/2479157"
"1913-09-01",,"http://www.jstor.org/stable/2479457"
"1956-05-01",,"http://www.jstor.org/stable/2482738"
"1885-12-01",,"http://www.jstor.org/stable/2476768"
"1870-02-01","17. Lobelia syphilitica, L.-The variety with rose pink flowers, and also that with white flowers, grow between the Hudson R. R. R. track and the water near Kingsland's point, below Sing Sing. I. H. H.","http://www.jstor.org/stable/2476805"
"1883-05-01",,"http://www.jstor.org/stable/2475501"
"1880-02-01",,"http://www.jstor.org/stable/2477545"
"1877-08-01",,"http://www.jstor.org/stable/2475950"
"1919-11-01",,"http://www.jstor.org/stable/2480122"
"1895-09-30",,"http://www.jstor.org/stable/2478062"
"1912-07-01",,"http://www.jstor.org/stable/2478995"
"1995-01-01",,"http://www.jstor.org/stable/2996405"
"1990-10-01",,"http://www.jstor.org/stable/2996849"
"1905-07-01",,"http://www.jstor.org/stable/2478499"
"1898-06-01",,"http://www.jstor.org/stable/2478128"
"1954-05-01",,"http://www.jstor.org/stable/2481810"
"1878-07-01","249. Veratrum Woodii, Robbins.-The enclosed item is in- teresting to me. I first saw the plant in Linton, Green County, Indiana. I next received a few specimens from Dr. Cozzens, Iowa, without locality. Now, the third time after twenty-five years, it turns up in Allenton, Mo. The flowers are almost perfectly black showing in the sunshine a faint sheen of purple. A. WV. ALLEN LON M, Mo , Azg-. 5, 878. Dear 'Sir .:-- I have just found Veratrum Woodii in great abun- dance along the south lank of the Meramee River, Jefferson Co., Mo., and within thirty miles of St. Louis. Now in bloom. Dr. Englemann pronounces it the genuine Woodii. Yours, G. W. LETTERMAN.","http://www.jstor.org/stable/2477292"
"1974-03-01",,"http://www.jstor.org/stable/2484543"
"1923-09-01",,"http://www.jstor.org/stable/2480318"
"1971-03-01",,"http://www.jstor.org/stable/2483783"
"1979-04-01",,"http://www.jstor.org/stable/2484292"
"1917-08-01",,"http://www.jstor.org/stable/2479750"
"1979-04-01",,"http://www.jstor.org/stable/2484294"
"1873-08-01","G. ENGELMANN. ? 38. Monstrou' Larch.-We noticed in Sullivan Co., this sum- mer, a tree of the Larix Americana, Mch., from a majority of whose cones young branches were sprouting, the axis having taken on a new growth. Termas-One dollar for one copy;five dollars for seven: and half a dollar for every additional copy per annum. Local Herbarium, 3, E. 33d St,-Editor, 224, E. 10th St. The Club meets regularly the last Tuesday of the month in the Herbarium, Columbia College, at, 7 1/2 P.M.","http://www.jstor.org/stable/2479745"
"1934-10-01",,"http://www.jstor.org/stable/2481020"
"1962-09-01",,"http://www.jstor.org/stable/2482932"
"1956-11-01",,"http://www.jstor.org/stable/2483108"
"1882-06-01","Plant Exchanges.-Dr. Joseph V. Haberer, of 66 Miller Street, Utica, N. Y., who is constantly engaged in collecting, and who has good specimens of everything found growing in Oneida County and vicinity, desires to correspond and exchange with botanists devoted to the study of Carex. Dr. Haberer's list of desiderata is too long to insert in this place, but may be obtained by addressing him as above. Mr. Gustav Adolf Zwanziger, the editor of the Karntner Garten- bauzeituzng, and whose address is Klagenfurt, Karntria, Austria, writes us that he would like to exchange phaenogams and cryptogams of the Austrian Alps for American ferns, mosses, algae arid phaenogams. 1","http://www.jstor.org/stable/2477341"
"1951-05-01",,"http://www.jstor.org/stable/2481982"
"1966-01-01",,"http://www.jstor.org/stable/2483884"
"1879-11-01",,"http://www.jstor.org/stable/2477448"
"1890-10-09",,"http://www.jstor.org/stable/2476588"
"1965-01-01",,"http://www.jstor.org/stable/2483320"
"1879-09-01",,"http://www.jstor.org/stable/2475875"
"1950-11-01",,"http://www.jstor.org/stable/2482183"
"1942-10-01",,"http://www.jstor.org/stable/2481626"
"1890-12-09",,"http://www.jstor.org/stable/2475571"
"1966-09-01",,"http://www.jstor.org/stable/2483451"
"1954-05-01",,"http://www.jstor.org/stable/2481809"
"1968-11-01",,"http://www.jstor.org/stable/2483664"
"1877-05-01",,"http://www.jstor.org/stable/2476479"
"1985-10-01",,"http://www.jstor.org/stable/2996062"
"1995-07-01",,"http://www.jstor.org/stable/2996096"
"1892-01-15",,"http://www.jstor.org/stable/2475425"
"1876-10-01","? 121. New Localities.-Asplenium viride, Huds., has been dis- covered by Mr. C. G. Pringle on Mt. Mansfield, Vt. -Viola rotun- difolia, Mchx., Bristol, Bucks Co., Pa., I. C. Martindale.-Crepis aurantiaca, found by Mr. Arnold Green at Warren, R. I., some two years since, vid. BULLETIN, V., 32, has since been discovered by Messrs. Battey and Bailey in Providence. Mr. Bailey also found this summer at Fresh Pond, Cambridge, Mass., Polygonum Hart- wrightii, Gray, the new species so like P. amphibium. Senecio viscosus, L., found by Mr. Congdon on the wharves in Providence, 1875, is reported by Mr. A. Green as fully naturalized, and growing in great quantities near Bullock's Point, on the Prov. Warren & Bristol R. R.- Galeopsis Ladanum,, L. has recently been detected on Staten Island. Mr. Jos. Schrenk finds Tunica Saxifraga, Scop., by roadside at Flushing fully established, and likewise Rcanunculus Ficaria, L., at College Point, and at Flushing, on a hummock in the swamp, what he cannot but consider as Alnus glutinosa, Gaert., apparently spontaneous. Mr. Davenport has sent us a specimen of the Cystopteris fragilis of Mr. McKay, which he finds a not unusual form.","http://www.jstor.org/stable/2477284"
"1985-07-01",,"http://www.jstor.org/stable/2996549"
"1984-10-01",,"http://www.jstor.org/stable/2995898"
"1928-04-01",,"http://www.jstor.org/stable/2480470"
"1964-01-01",,"http://www.jstor.org/stable/2483258"
"1954-05-01",,"http://www.jstor.org/stable/2481818"
"1939-01-01",,"http://www.jstor.org/stable/2481011"
"1989-07-01",,"http://www.jstor.org/stable/2996814"
"1960-03-01",,"http://www.jstor.org/stable/2483146"
"1956-07-01",,"http://www.jstor.org/stable/2482598"
"1991-01-01",,"http://www.jstor.org/stable/2996973"
"1985-10-01",,"http://www.jstor.org/stable/2996046"
"1928-10-01",,"http://www.jstor.org/stable/2480700"
"1881-11-01","? 126. Note on Ilex opaca, Ait.-I found this plant in a dwarf state last summer at Rockaway beach. I also saw it on the Nave- sink Highlands in abundance, and every specimen that I examined showed signs of winter-killing at the top. The head had evidently been damaged by frost every successive winter during the life of the plant. I have a specimen growing on my lawn, which for twelve successive winters has been killed at the top, up to last winter, when it lost its leaves, but the head did not die ; yet the temperature fell lower than in any previous winter for the last twenty years. The thermometer indicated a temperature ranging from five to fifteen de- grees below zero for several successive days. White Plains, Oct. 13, 1881. 0. R. WILLIS.","http://www.jstor.org/stable/2475896"
"1989-01-01",,"http://www.jstor.org/stable/2997121"
"1969-11-01",,"http://www.jstor.org/stable/2483546"
"1947-05-01",,"http://www.jstor.org/stable/2482033"
"1895-06-25",,"http://www.jstor.org/stable/2477779"
"1897-07-29",,"http://www.jstor.org/stable/2477717"
"1911-01-01",,"http://www.jstor.org/stable/2479127"
"1966-07-01",,"http://www.jstor.org/stable/2483964"
"1885-12-01","Proceedings of the Torrey Club.-The regular meeting of -the Club was held at Columbia College, Tuesday evening, Dec. 8th. In the absence of the President, Mr. Braman occupied the chair. The committee appointed at the last meeting to extend to Dr. Gray the Club's congratulations on the completion of his seventy- fifth birthday submitted the following correspondence: (RESOLUTIONS.) Resolved. That the Torrey Botanical Club of New York sends its greetings to Dr. Asa Gray on the attainment of his seventy-fifth birthday, and its congratulations that it finds him in the enjoyment of health, the full possession of all his great powers and undiminished enthusiasm in the science to which he has devoted his life. Resolved. That we tender to Dr. Gray our gratitude for the splendid contribu- tions he has made to American botany, and our heartfelt wishes that many years of activity and happiness may yet be added to his already long and useful life. J. S. NEWBERRY, M.D., ADDISON BROWN, Committee. E. G. K. BRITTON, (REPLY.) HERBARIUM OF HARVARD UNIVERSITY, BOTANIC GARDEN, CAMBRIDGE, MASS. November 20th, 1885. To Arthur Hollilk, Secretary, and Prof. J. S. Newberry, Addison Brown, Esq., Mrs. E. G. K. . Britton, Committee of the Torrey Botanical Club. Let me return my sincere thanks for the honor you have paid me and the pleas- ure you have given me by the congratulations which the Torrey Club has sent through you, on the occasion of my seventy-fifth birthday, with which I have been deeply touched and gratified. With best wishes to you all personally, and for the prosperity of the Club which has so honored and venerated a name, I remain Sincerely yours, ASA GRAY. Mr. O. R. Willis read a number of reminiscences of some of our earlier botanists--Torrey, Rafinesque, Short and others. Mr. Britton showed a specimen from the Torrey herbarium labeled Geranium, simply, collected by Dr. Denslow in 1867 on the Kingsbridge road, and which proves to be G. Sibiricum, L. Mrs. Britton remarked upon some additions to the flora of West- chester County, and exhibited specimens of double-flowered Viola pubescens from Pelham Manor.","http://www.jstor.org/stable/2476772"
"1985-01-01",,"http://www.jstor.org/stable/2996115"
"1894-12-24",,"http://www.jstor.org/stable/2477829"
"1880-08-01",,"http://www.jstor.org/stable/2477380"
"1991-01-01",,"http://www.jstor.org/stable/2996979"
"1884-06-01","Teratology.-A head of the ox-eye daisy (Chrysanthemum leucan- themum, L.) has just been brought to me by a lady (Mrs. Cowles) living in Hamden which has the rays replaced by white tubular corollas one-quarter of an inch long, gradually ampliated outwards, and irreg- ularly 5-lobed. Most of these corollas are somewhat bilabiate, with three parts in the lower lip, and two, a little smaller, in the upper. The veins of the lobes are submarginal and unite below the sinuses, as in the normal disc-flowers of the order. These ray-flowers have both stamens and a short, included style, like that of the disc-flowers. The ray-flowers are in general structure comparable to those of Chaenactis, but there are no gradations from them to the disc-flowers in this specimen. Is this condition to be explained by a simple re- version of the usual rays to a form more like that of the disc-flowers, or by supposing the ray-flowers to be deficient, and the exterior disc- flowers to be enlarged so as to replace the rays? One of these ex- terior flowers, which I dissected, had the ovule well developed, and it is probable that all would have been fertile. Mrs. Cowles tells me that the plant bore six heads like the one sent to me. New Haven, June, 1884. DANIEL C. EATON.","http://www.jstor.org/stable/2477026"
"1968-01-01",,"http://www.jstor.org/stable/2483817"
"1896-04-30",,"http://www.jstor.org/stable/2478157"
"1961-07-01",,"http://www.jstor.org/stable/2482703"
"1979-07-01",,"http://www.jstor.org/stable/2484565"
